id,name
86375,Grodzisk Mazowiecki
86376,Grodzisk Wielkopolski
86377,Grodzisko Dolne
86378,Grodzisko Górne
86379,Grojec
86380,Gromadka
86381,Gromnik
86382,Gronowo Elbląskie
86383,Gronowo Górne
86384,Grudki
86385,Grudusk
86386,Grudziądz
86387,Gruszów Wielki
86388,Gruta
86389,Grybów
86390,Gryfice
86391,Gryfino
86392,Gryfów Śląski
86393,Grzechynia
86394,Grzegorzew
86395,Grzmiąca
86396,Grzybowa Góra
86397,Grzybowo
86398,Grzęska
86399,Grójec
86400,Grębków
86401,Grębocice
86402,Gręboszów
86403,Grębów
86404,Gubin
86405,Guzów
86406,Gwoźnica Górna
86407,Gzy
86408,Góra
86409,Góra
86410,Góra Kalwaria
86411,Góra Świętej Małgorzaty
86412,Górażdże
86413,Górki
86414,Górki Wielkie
86415,Górno
86416,Górno
86417,Górowo Iławeckie
86418,Górzno
86419,Górzno
86420,Górzyca
86421,Gózd
86422,Gąbin
86423,Gądów Mały
86424,Gąsawa
86425,Gąsocin
86426,Głogoczów
86427,Głogów
86428,Głogów Małopolski
86429,Głogówek
86430,Głowno
86431,Głubczyce
86432,Głuchołazy
86433,Głuchów
86434,Głuchów
86435,Głuszyca
86436,Głuszyca Górna
86437,Główczyce
86438,Haczów
86439,Hajnówka
86440,Halinów
86441,Handzlówka
86442,Harasiuki
86443,Harbutowice
86444,Hańsk
86445,Hażlach
86446,Hel
86447,Henryków
86448,Herby
86449,Hornówek
86450,Horodło
86451,Horyniec-Zdrój
86452,Hrubieszów
86453,Humniska
86454,Husów
86455,Huta Stara B
86456,Hyżne
86457,Imielin
86458,Imielno
86459,Inowrocław
86460,Inowłódz
86461,Inwałd
86462,Istebna
86463,Iwaniska
86464,Iwierzyce
86465,Iwkowa
86466,Iwonicz-Zdrój
86467,Izabelin
86468,Izbica
86469,Izbica Kujawska
86470,Izbicko
86471,Izdebnik
86472,Iława
86473,Iłowa
86474,Iłowo -Osada
86475,Iłów
86476,Iłża
86477,Ińsko
86478,Jabłonica Polska
86479,Jabłonka
86480,Jabłonka
86481,Jabłonna
86482,Jabłonna
86483,Jabłonna
86484,Jabłonna Lacka
86485,Jabłonowo Pomorskie
86486,Jabłoń
86487,Jadowniki
86488,Jadowniki Mokre
86489,Jadów
86490,Jagiełła
86491,Jakubowice Murowane
86492,Jakubów
86493,Janikowo
86494,Jankowice
86495,Jankowice Rybnickie
86496,Janków Przygodzki
86497,Janowice
86498,Janowice
86499,Janowice Wielkie
86500,Janowiec
86501,Janowiec Wielkopolski
86502,Januszkowice
86503,Janów Lubelski
86504,Janów Podlaski
86505,Jaraczewo
86506,Jarczów
86507,Jarnołtów-Jerzmanowo
86508,Jarocin
86509,Jarocin
86510,Jaroszowice
86511,Jarosław
86512,Jasienica
86513,Jasienica
86514,Jasienica
86515,Jasienica Rosielna
86516,Jasieniec
86517,Jasień
86518,Jasień
86519,Jasionów
86520,Jastarnia
86521,Jastków
86522,Jastrowie
86523,Jastrząb
86524,Jastrząb
86525,Jastrzębia
86526,Jastrzębia
86527,Jastrzębia Góra
86528,Jastrzębie Zdrój
86529,Jastrzębie-Zdrój
86530,Jasło
86531,Jawor
86532,Jawornik
86533,Jawornik
86534,Jawornik Polski
86535,Jaworze
86536,Jaworzno
86537,Jaworzyna Śląska
86538,Jaworzynka
86539,Jaśliska
86540,Jedlicze
86541,Jedlina-Zdrój
86542,Jedlińsk
86543,Jedlnia-Letnisko
86544,Jednorożec
86545,Jedwabne
86546,Jedwabno
86547,Jejkowice
86548,Jelcz
86549,Jelcz Laskowice
86550,Jelenia Góra
86551,Jeleśnia
86552,Jemielnica
86553,Jenin
86554,Jerzmanowice
86555,Jeziora Wielkie
86556,Jeziorany
86557,Jeziorzany
86558,Jeżewo
86559,Jeżowe
86560,Jeżów
86561,Jeżów Sudecki
86562,Jodłowa
86563,Jodłówka
86564,Jodłówka
86565,Jodłówka-Wałki
86566,Joniec
86567,Jonkowo
86568,Jordanów
86569,Jordanów Śląski
86570,Jugów
86571,Juszczyn
86572,Juszczyna
86573,Jutrosin
86574,Józefosław
86575,Józefów
86576,Józefów
86577,Józefów nad Wisłą
86578,Jędrzejów
86579,Kabaty
86580,Kaczory
86581,Kaczyce
86582,Kadzidło
86583,Kalej
86584,Kalety
86585,Kaliska
86586,Kalisz
86587,Kalisz Pomorski
86588,Kalwaria Zebrzydowska
86589,Kamesznica
86590,Kamienica
86591,Kamienica
86592,Kamienica Polska
86593,Kamieniec
86594,Kamieniec Wrocławski
86595,Kamieniec Ząbkowicki
86596,Kamienna Góra
86597,Kamiennik
86598,Kamień
86599,Kamień
86600,Kamień Krajeński
86601,Kamień Pomorski
86602,Kamieńsk
86603,Kamionka
86604,Kamionka Wielka
86605,Kampinos
86606,Kamyk
86607,Kaniów
86608,Kaniów
86609,Karczew
86610,Karczmiska
86611,Kargowa
86612,Karlino
86613,Karnice
86614,Karniewo
86615,Karpacz
86616,Karsin
86617,Kartuzy
86618,Karłowice
86619,Kasina Wielka
86620,Kaszów
86621,Katowice
86622,Kawęczyn
86623,Kawęczyn Nowy
86624,Kazanów
86625,Kazimierz Biskupi
86626,Kazimierz Dolny
86627,Kazimierza Wielka
86628,Kałuszyn
86629,Kańczuga
86630,Kaźmierz
86631,Kcynia
86632,Kielanówka
86633,Kielce
86634,Kiernozia
86635,Kietrz
86636,Kiełczów
86637,Kiełpin
86638,Kije
86639,Kikół
86640,Kisielice
86641,Kiszkowo
86642,Klecza Dolna
86643,Kleczew
86644,Klembów
86645,Klenica
86646,Kleszczele
86647,Kleszczewo
86648,Kleszczów
86649,Klikuszowa
86650,Klimontów
86651,Klimontów
86652,Klonowa
86653,Kluczbork
86654,Klucze
86655,Kluki
86656,Kluszkowce
86657,Klwów
86658,Knurów
86659,Knyszyn
86660,Kobiernice
86661,Kobierzyce
86662,Kobiór
86663,Kobyla Góra
86664,Kobylanka
86665,Kobylanka
86666,Kobylin
86667,Kobylnica
86668,Kobylnica
86669,Kobyłka
86670,Kochanowice
86671,Kocierzew Południowy
86672,Kock
86673,Koczała
86674,Kodeń
86675,Kokotów
86676,Kolbudy
86677,Kolbuszowa
86678,Koleczkowo
86679,Kolno
86680,Kolonowskie
86681,Kolsko
86682,Koluszki
86683,Komarów-Osada
86684,Komarówka Podlaska
86685,Komańcza
86686,Komorniki
86687,Komorów
86688,Komprachcice
86689,Konary
86690,Koniaków
86691,Koniecpol
86692,Konieczkowa
86693,Konin
86694,Konopiska
86695,Konotop
86696,Konstancin-Jeziorna
86697,Konstantynów
86698,Konstantynów Łódzki
86699,Koprzywnica
86700,Korbielów
86701,Korczew
86702,Korczyna
86703,Korfantów
86704,Kornowac
86705,Koronowo
86706,Korsze
86707,Kortowo
86708,Korytnica
86709,Korzenna
86710,Kosakowo
86711,Kosina
86712,Kostomłoty Drugie
86713,Kostomłoty Pierwsze
86714,Kostrzyn
86715,Kostrzyn nad Odrą
86716,Koszalin
86717,Koszarawa
86718,Koszyce
86719,Koszyce Wielkie
86720,Koszęcin
86721,Kosów Lacki
86722,Kotla
86723,Kotlin
86724,Kotuń
86725,Kowal
86726,Kowala
86727,Kowale
86728,Kowale Oleckie
86729,Kowale-Popiele
86730,Kowalewo Pomorskie
86731,Kowary
86732,Kowiesy
86733,Kozanów
86734,Koziegłowy
86735,Kozienice
86736,Kozubszczyzna
86737,Kozy
86738,Kozłowo
86739,Kozłów
86740,Kołaczkowo
86741,Kołaczyce
86742,Kołbaskowo
86743,Kołbiel
86744,Kołczygłowy
86745,Koło
86746,Kołobrzeg
86747,Kończyce
86748,Kończyce Małe
86749,Kończyce Wielkie
86750,Końskie
86751,Końskowola
86752,Kościan
86753,Kościelec
86754,Kościelec
86755,Kościelisko
86756,Kościerzyna
86757,Koźle
86758,Koźmin Wielkopolski
86759,Koźminek
86760,Kożuchów
86761,Kraczkowa
86762,Krajenka
86763,Kraków
86764,Kramarzówka
86765,Kramsk
86766,Krapkowice
86767,Krasiczyn
86768,Krasne
86769,Krasne
86770,Krasnobród
86771,Krasnopol
86772,Krasnosielc
86773,Krasnystaw
86774,Krasocin
86775,Kraszewice
86776,Kraśniczyn
86777,Kraśnik
86778,Krempna
86779,Krobia
86780,Kroczyce
86781,Krokowa
86782,Krosno
86783,Krosno
86784,Krosno Odrzańskie
86785,Krotoszyn
86786,Krościenko Wyżne
86787,Krościenko nad Dunajcem
86788,Krośnica
86789,Krośnice
86790,Krośniewice
86791,Kruklanki
86792,Krupski Młyn
86793,Kruszwica
86794,Krynica Morska
86795,Krynica-Zdrój
86796,Krynice
86797,Krynki
86798,Kryry
86799,Kryspinów
86800,Krzanowice
86801,Krzczonów
86802,Krzczonów
86803,Krzeczowice
86804,Krzeczów
86805,Krzemienica
86806,Krzemieniewo
86807,Krzepice
86808,Krzeszowice
86809,Krzeszyce
86810,Krzeszów
86811,Krzeszów
86812,Krzeszów
86813,Krzyki
86814,Krzykosy
86815,Krzynowłoga Mała
86816,Krzyszkowice
86817,Krzywaczka
86818,Krzywcza
86819,Krzywda
86820,Krzywiń
86821,Krzyż Wielkopolski
86822,Krzyżanowice
86823,Krzyżanów
86824,Krzyżowa
86825,Krzyżowice
86826,Krzęcin
86827,Krzęcin
86828,Ksawerów
86829,Książ Wielkopolski
86830,Książenice
86831,Księże Małe-Księże Wielkie
86832,Księżomierz
86833,Księżpol
86834,Kuczbork-Osada
86835,Kudowa-Zdrój
86836,Kuków
86837,Kunice
86838,Kunice Żarskie
86839,Kunów
86840,Kup
86841,Kuryłówka
86842,Kurzętnik
86843,Kurów
86844,Kutno
86845,Kuślin
86846,Kuźnia Raciborska
86847,Kuźnica
86848,Kwaczała
86849,Kwidzyn
86850,Kwilcz
86851,Kórnik
86852,Kąty Wrocławskie
86853,Kędzierzyn-Koźle
86854,Kępice
86855,Kępie Żaleszańskie
86856,Kępno
86857,Kęsowo
86858,Kętrzyn
86859,Kęty
86860,Kłaj
86861,Kłecko
86862,Kłobuck
86863,Kłoczew
86864,Kłodawa
86865,Kłodawa
86866,Kłodzko
86867,Kłomnice
86868,Lachowice
86869,Laliki
86870,Lanckorona
86871,Lasek
86872,Laskowa
86873,Laszki
86874,Latowicz
86875,Lecka
86876,Legionowo
86877,Legnica
86878,Legnickie Pole
86879,Lelkowo
86880,Lelów
86881,Lesko
86882,Leszno
86883,Leszno
86884,Lesznowola
86885,Lewin Brzeski
86886,Lewin Kłodzki
86887,Leńcze
86888,Leśna
86889,Leśna
86890,Leśna Podlaska
86891,Leśnica
86892,Leśnica
86893,Leśnica-Ratyń-Pustki
86894,Leżajsk
86895,Lgota Wielka
86896,Libertów
86897,Libiąż
86898,Licheń Stary
86899,Lidzbark
86900,Lidzbark Warmiński
86901,Ligota
86902,Limanowa
86903,Linia
86904,Liniewo
86905,Lipce Reymontowskie
86906,Lipiany
86907,Lipie
86908,Lipinki
86909,Lipinki Łużyckie
86910,Lipka
86911,Lipnica
86912,Lipnica
86913,Lipnica Mała
86914,Lipnica Wielka
86915,Lipnik
86916,Lipnik
86917,Lipno
86918,Lipno
86919,Lipowa
86920,Lipowiec Kościelny
86921,Lipsk
86922,Lipsko
86923,Lipusz
86924,Lisewo
86925,Lisewo Malborskie
86926,Lisia Góra
86927,Lisków
86928,Liszki
86929,Lniano
86930,Lubaczów
86931,Lubanie
86932,Lubartów
86933,Lubasz
86934,Lubawa
86935,Lubawka
86936,Lubań
86937,Lubenia
86938,Lubichowo
86939,Lubicz Dolny
86940,Lubicz Górny
86941,Lubiewo
86942,Lubień
86943,Lubień Kujawski
86944,Lubin
86945,Lubiszyn
86946,Lublewo Gdańskie
86947,Lublin
86948,Lubliniec
86949,Lubniewice
86950,Lubochnia
86951,Lubomia
86952,Lubomierz
86953,Lubomierz
86954,Lubomino
86955,Lubowidz
86956,Luboń
86957,Lubraniec
86958,Lubrza
86959,Lubrza
86960,Lubsko
86961,Lubsza
86962,Lubycza Królewska
86963,Ludwikowice Kłodzkie
86964,Ludwin
86965,Ludźmierz
86966,Luszowice
86967,Lutocin
86968,Lutomiersk
86969,Lutoryż
86970,Lutowiska
86971,Lututów
86972,Luzino
86973,Lwówek
86974,Lwówek Śląski
86975,Lyski
86976,Lądek
86977,Lądek-Zdrój
86978,Lębork
86979,Lędziny
86980,Maciejowice
86981,Majdan Królewski
86982,Maków
86983,Maków Mazowiecki
86984,Maków Podhalański
86985,Malanów
86986,Malbork
86987,Malczyce
86988,Malec
86989,Manasterz
86990,Maniowy
86991,Marciszów
86992,Margonin
86993,Marianowo
86994,Marki
86995,Markowa
86996,Markuszów
86997,Markłowice
86998,Marszowice
86999,Maszewo
87000,Maszewo
87001,Maszewo Duże
87002,Maszkienice
87003,Masłów
87004,Mazańcowice
87005,Mała Wieś
87006,Małdyty
87007,Małkinia Górna
87008,Małogoszcz
87009,Małomice
87010,Mały Płock
87011,Maślice Małe
87012,Maślice Wielkie
87013,Medyka
87014,Mełgiew
87015,Miasteczko Krajeńskie
87016,Miasteczko Śląskie
87017,Miastko
87018,Miastków Kościelny
87019,Michałowice
87020,Michałowice
87021,Michałowo
87022,Michałów
87023,Michałów
87024,Michałów-Reginów
87025,Michów
87026,Miechów
87027,Miechów Charsznica
87028,Miedziana Góra
87029,Miedzichowo
87030,Miedzna
87031,Miedzno
87032,Miedźna
87033,Miejsce Piastowe
87034,Miejska Górka
87035,Mielec
87036,Mieleszyn
87037,Mielno
87038,Mieroszów
87039,Mierzęcice
87040,Mieszkowice
87041,Mieścisko
87042,Mikołajki
87043,Mikołajki Pomorskie
87044,Mikołów
87045,Mikstat
87046,Milanów
87047,Milanówek
87048,Milejczyce
87049,Milejów
87050,Milicz
87051,Milówka
87052,Mircze
87053,Mirków
87054,Mirocin
87055,Mirosławiec
87056,Mirsk
87057,Mirzec
87058,Miączyn
87059,Międzybrodzie Bialskie
87060,Międzybórz
87061,Międzychód
87062,Międzylesie
87063,Międzylesie
87064,Międzyrzec Podlaski
87065,Międzyrzecz
87066,Międzyzdroje
87067,Miękinia
87068,Miękinia
87069,Miętne
87070,Miłakowo
87071,Miłkowice
87072,Miłomłyn
87073,Miłoradz
87074,Miłosław
87075,Mińsk Mazowiecki
87076,Mnich
87077,Mników
87078,Mniszków
87079,Mniów
87080,Mochowo
87081,Modliborzyce
87082,Modlnica
87083,Modlniczka
87084,Mogielnica
87085,Mogilany
87086,Mogilno
87087,Mokobody
87088,Mokotów
87089,Mokrsko
87090,Morawica
87091,Mordy
87092,Moryń
87093,Morąg
87094,Mosina
87095,Mosty
87096,Mosty
87097,Moszczanka
87098,Moszczenica
87099,Moszczenica
87100,Mońki
87101,Mrocza
87102,Mrozy
87103,Mrozów
87104,Mrzezino
87105,Mrzeżyno
87106,Mrągowo
87107,Mstów
87108,Mszana
87109,Mszana Dolna
87110,Mszana Górna
87111,Mszczonów
87112,Murcki
87113,Murowana Goślina
87114,Murów
87115,Muszyna
87116,Mykanów
87117,Mysiadło
87118,Myszków
87119,Myszyniec
87120,Mysłakowice
87121,Mysłowice
87122,Myślachowice
87123,Myślenice
87124,Myślibórz
87125,Mędrzechów
87126,Mętków
87127,Mława
87128,Młodzieszyn
87129,Młynary
87130,Młynarze
87131,Nadarzyn
87132,Nagłowice
87133,Nakło
87134,Nakło
87135,Nakło nad Notecią
87136,Namysłów
87137,Naprawa
87138,Narew
87139,Narol
87140,Naruszewo
87141,Nasielsk
87142,Nawojowa
87143,Nałęczów
87144,Nekla
87145,Nidek
87146,Nidzica
87147,Niebieszczany
87148,Niebocko
87149,Nieborów
87150,Niebylec
87151,Niechanowo
87152,Niechobrz
87153,Niedobczyce
87154,Niedomice
87155,Niedrzwica Duża
87156,Niedzica
87157,Niedźwiada
87158,Niedźwiada
87159,Niedźwiedź
87160,Niegowonice
87161,Nielisz
87162,Niemce
87163,Niemcza
87164,Niemodlin
87165,Nienadowa
87166,Nieporęt
87167,Niepołomice
87168,Nieszawa
87169,Nisko
87170,Niwiska
87171,Nowa Dęba
87172,Nowa Góra
87173,Nowa Ruda
87174,Nowa Sarzyna
87175,Nowa Sól
